date,pcr_tests,pcr_pos_tests,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2020-07-17,14545,1960,0.134754211,2264,281,0.124116608,174,17,0.097701149,28,5,0.178571429,23,3,0.130434783,7,1,0.142857143,1715,174,0.101457726,246,19,0.077235772,375,64,0.170666667,31,10,0.322580645,132,19,0.143939394,17,1,0.058823529,313,26,0.083067093,28,1,0.035714286,161,23,0.142857143,21,0,0
2020-07-16,12875,2013,0.156349515,1841,253,0.137425312,130,14,0.107692308,25,1,0.04,20,0,0,,,,1827,198,0.108374384,186,23,0.123655914,571,141,0.246935201,45,15,0.333333333,170,21,0.123529412,14,4,0.285714286,290,28,0.096551724,30,1,0.033333333,171,24,0.140350877,21,0,0
2020-07-15,14706,2412,0.164014688,1831,246,0.134352813,149,11,0.073825503,26,1,0.038461538,1,0,0,,,,1902,213,0.111987382,172,24,0.139534884,508,135,0.265748031,33,16,0.484848485,237,27,0.113924051,10,1,0.1,315,28,0.088888889,28,3,0.107142857,227,36,0.158590308,16,0,0
2020-07-14,14941,2650,0.1773643,2368,283,0.119510135,283,27,0.09540636,32,2,0.0625,2,1,0.5,,,,2049,294,0.143484627,217,24,0.110599078,554,143,0.258122744,45,15,0.333333333,227,41,0.18061674,16,2,0.125,256,30,0.1171875,31,1,0.032258065,131,28,0.213740458,25,1,0.04
2020-07-13,13384,2552,0.190675433,2364,270,0.114213198,41,4,0.097560976,,,,77,0,0,,,,1854,232,0.125134844,234,15,0.064102564,613,144,0.234910277,48,13,0.270833333,71,26,0.366197183,1,0,0,274,27,0.098540146,43,1,0.023255814,39,2,0.051282051,2,0,0
2020-07-12,5956,1241,0.208361316,460,51,0.110869565,45,3,0.066666667,1,1,1,25,3,0.12,2,0,0,717,96,0.133891213,78,6,0.076923077,93,27,0.290322581,4,2,0.5,69,21,0.304347826,3,1,0.333333333,92,12,0.130434783,3,0,0,99,9,0.090909091,7,1,0.142857143
2020-07-11,8878,1771,0.199481865,685,90,0.131386861,228,22,0.096491228,19,1,0.052631579,41,4,0.097560976,1,0,0,1173,169,0.144075021,68,4,0.058823529,63,17,0.26984127,3,1,0.333333333,233,38,0.163090129,9,1,0.111111111,114,16,0.140350877,2,0,0,235,22,0.093617021,30,1,0.033333333
2020-07-10,15299,2874,0.187855415,2430,214,0.088065844,214,17,0.079439252,14,2,0.142857143,50,7,0.14,10,1,0.1,2092,277,0.132409178,262,20,0.076335878,484,118,0.243801653,40,6,0.15,194,30,0.154639175,9,1,0.111111111,342,37,0.108187135,47,4,0.085106383,263,26,0.098859316,31,1,0.032258065
2020-07-09,16891,3154,0.186726659,2245,209,0.093095768,225,32,0.142222222,17,2,0.117647059,43,3,0.069767442,1,0,0,2162,265,0.122571693,177,16,0.09039548,581,136,0.234079174,89,23,0.258426966,170,27,0.158823529,9,4,0.444444444,389,25,0.064267352,46,2,0.043478261,179,26,0.145251397,37,0,0
2020-07-08,16429,3342,0.20342078,2169,218,0.100507146,313,46,0.146964856,19,2,0.105263158,4,1,0.25,,,,2369,298,0.125791473,176,15,0.085227273,852,183,0.214788732,45,13,0.288888889,200,47,0.235,7,1,0.142857143,362,24,0.066298343,51,2,0.039215686,240,36,0.15,17,0,0
2020-07-07,17045,3439,0.201760047,2735,202,0.073857404,390,47,0.120512821,23,0,0,3,3,1,1,0,0,2437,344,0.14115716,238,12,0.050420168,806,183,0.227047146,57,13,0.228070175,238,35,0.147058824,4,1,0.25,499,60,0.120240481,48,1,0.020833333,205,39,0.190243902,28,0,0
2020-07-06,16613,3484,0.209715283,2239,177,0.079053149,75,12,0.16,1,1,1,3,0,0,,,,2395,354,0.147807933,222,11,0.04954955,581,160,0.275387263,53,13,0.245283019,49,14,0.285714286,1,0,0,376,35,0.093085106,39,2,0.051282051,48,11,0.229166667,5,0,0
2020-07-05,5969,1526,0.255654213,397,24,0.060453401,26,4,0.153846154,,,,50,6,0.12,7,0,0,925,167,0.180540541,71,3,0.042253521,84,26,0.30952381,1,1,1,74,29,0.391891892,1,0,0,86,10,0.11627907,1,0,0,40,4,0.1,4,0,0
2020-07-04,5753,1300,0.22596906,512,39,0.076171875,105,5,0.047619048,1,0,0,64,7,0.109375,,,,651,133,0.204301075,66,4,0.060606061,71,23,0.323943662,1,1,1,138,27,0.195652174,3,1,0.333333333,60,5,0.083333333,2,0,0,70,8,0.114285714,10,0,0
2020-07-03,12231,2542,0.207832557,836,44,0.052631579,205,21,0.102439024,23,0,0,69,2,0.028985507,1,0,0,1467,208,0.141785958,79,2,0.025316456,136,43,0.316176471,3,0,0,255,48,0.188235294,17,2,0.117647059,202,20,0.099009901,5,1,0.2,233,28,0.120171674,26,1,0.038461538
2020-07-02,18276,3645,0.199441891,2575,216,0.083883495,275,21,0.076363636,29,0,0,116,13,0.112068966,1,0,0,2518,375,0.14892772,251,18,0.071713147,626,147,0.234824281,61,13,0.213114754,249,46,0.184738956,29,3,0.103448276,413,35,0.084745763,40,2,0.05,428,58,0.135514019,28,2,0.071428571
2020-07-01,17752,3781,0.212990086,2685,197,0.073370577,278,43,0.154676259,25,1,0.04,6,1,0.166666667,,,,2595,386,0.148747592,232,14,0.060344828,560,130,0.232142857,46,8,0.173913043,255,40,0.156862745,30,3,0.1,371,43,0.115902965,52,2,0.038461538,285,33,0.115789474,23,2,0.086956522
2020-06-30,17979,3985,0.221647478,2681,167,0.06229019,253,36,0.14229249,31,6,0.193548387,9,2,0.222222222,,,,2215,365,0.164785553,285,16,0.056140351,838,209,0.249403341,66,9,0.136363636,310,53,0.170967742,22,1,0.045454545,384,40,0.104166667,61,0,0,207,38,0.183574879,45,0,0
2020-06-29,17702,4110,0.232177155,3392,260,0.076650943,52,14,0.269230769,1,0,0,29,4,0.137931034,1,0,0,2231,353,0.158225011,311,11,0.035369775,962,268,0.278586279,69,10,0.144927536,50,9,0.18,2,0,0,368,55,0.149456522,33,0,0,45,7,0.155555556,2,0,0
2020-06-28,6658,1674,0.251426855,501,23,0.045908184,74,7,0.094594595,4,2,0.5,57,4,0.070175439,18,0,0,872,144,0.165137615,68,5,0.073529412,88,23,0.261363636,6,1,0.166666667,64,17,0.265625,1,1,1,93,11,0.11827957,2,0,0,58,8,0.137931034,8,0,0
2020-06-27,9905,2418,0.244119132,816,29,0.035539216,188,27,0.143617021,33,1,0.03030303,45,5,0.111111111,49,1,0.020408163,1283,233,0.181605612,109,4,0.036697248,76,27,0.355263158,8,0,0,312,34,0.108974359,24,0,0,177,22,0.124293785,4,0,0,171,18,0.105263158,28,1,0.035714286
2020-06-26,16388,3460,0.211130095,3504,216,0.061643836,164,26,0.158536585,36,0,0,48,5,0.104166667,60,2,0.033333333,1764,252,0.142857143,325,11,0.033846154,998,223,0.223446894,66,16,0.242424242,196,24,0.12244898,15,3,0.2,359,31,0.086350975,96,3,0.03125,237,39,0.164556962,41,0,0
2020-06-25,15875,3425,0.215748031,3316,188,0.056694813,175,20,0.114285714,33,1,0.03030303,71,16,0.225352113,45,1,0.022222222,2282,314,0.137598598,242,12,0.049586777,819,205,0.25030525,46,7,0.152173913,332,41,0.123493976,27,0,0,283,24,0.084805654,52,1,0.019230769,158,28,0.17721519,16,0,0
2020-06-24,15620,3365,0.215428937,3313,176,0.053124057,199,23,0.115577889,31,1,0.032258065,3,1,0.333333333,,,,1956,254,0.129856851,236,10,0.042372881,1121,260,0.231935772,49,6,0.12244898,270,30,0.111111111,23,2,0.086956522,252,32,0.126984127,41,0,0,139,21,0.151079137,26,0,0
2020-06-23,15158,3056,0.201609711,3447,208,0.060342327,201,34,0.169154229,45,1,0.022222222,5,0,0,,,,2121,327,0.15417256,405,64,0.158024691,582,159,0.273195876,117,19,0.162393162,283,57,0.201413428,35,1,0.028571429,282,23,0.081560284,37,1,0.027027027,172,29,0.168604651,37,0,0
2020-06-22,14350,3088,0.215191638,2753,116,0.042135852,31,6,0.193548387,,,,40,4,0.1,2,0,0,1976,280,0.141700405,279,8,0.028673835,807,243,0.301115242,38,6,0.157894737,51,14,0.274509804,3,1,0.333333333,368,33,0.089673913,44,1,0.022727273,31,6,0.193548387,6,0,0
2020-06-21,5515,1361,0.246781505,636,31,0.048742138,105,7,0.066666667,4,1,0.25,71,4,0.056338028,1,0,0,1062,179,0.168549906,76,0,0,49,19,0.387755102,4,3,0.75,112,12,0.107142857,1,0,0,92,8,0.086956522,3,0,0,99,9,0.090909091,8,1,0.125
2020-06-20,8965,1978,0.220635806,778,28,0.035989717,150,18,0.12,42,2,0.047619048,64,11,0.171875,2,0,0,1358,240,0.176730486,83,4,0.048192771,355,97,0.273239437,2,0,0,106,26,0.245283019,39,1,0.025641026,175,31,0.177142857,9,1,0.111111111,432,38,0.087962963,36,2,0.055555556
2020-06-19,14750,2728,0.184949153,3263,123,0.037695372,159,24,0.150943396,34,2,0.058823529,57,6,0.105263158,8,2,0.25,2031,287,0.1413097,352,15,0.042613636,861,178,0.206736353,56,3,0.053571429,282,34,0.120567376,24,0,0,320,26,0.08125,119,1,0.008403361,169,25,0.147928994,39,0,0
2020-06-18,13794,2603,0.188705234,2928,104,0.035519126,145,9,0.062068966,58,1,0.017241379,51,7,0.137254902,8,0,0,1837,261,0.142079477,249,11,0.044176707,1361,237,0.174136664,204,6,0.029411765,190,36,0.189473684,28,1,0.035714286,223,20,0.089686099,42,0,0,112,25,0.223214286,29,1,0.034482759
2020-06-17,12226,2464,0.201537707,2625,111,0.042285714,105,11,0.104761905,53,2,0.037735849,3,0,0,1,0,0,1615,243,0.150464396,216,10,0.046296296,1210,252,0.208264463,209,8,0.038277512,178,31,0.174157303,17,0,0,164,17,0.103658537,51,0,0,264,20,0.075757576,32,0,0
2020-06-16,12213,2192,0.179480881,3458,113,0.032677848,144,13,0.090277778,35,1,0.028571429,2,2,1,,,,1780,211,0.118539326,299,5,0.016722408,377,57,0.151193634,80,2,0.025,273,52,0.19047619,19,1,0.052631579,225,23,0.102222222,97,2,0.020618557,148,20,0.135135135,25,3,0.12
2020-06-15,11780,2118,0.179796265,2615,88,0.033652008,21,4,0.19047619,1,0,0,58,7,0.120689655,8,0,0,1787,236,0.132064913,419,12,0.028639618,1092,215,0.196886447,28,0,0,39,10,0.256410256,,,,226,13,0.057522124,43,0,0,29,4,0.137931034,4,0,0
2020-06-14,4271,789,0.184734254,613,14,0.022838499,31,1,0.032258065,4,0,0,113,1,0.008849558,231,6,0.025974026,755,97,0.128476821,95,1,0.010526316,49,14,0.285714286,2,0,0,42,11,0.261904762,3,1,0.333333333,55,1,0.018181818,6,0,0,41,5,0.12195122,7,0,0
2020-06-13,6712,1225,0.182508939,808,20,0.024752475,114,11,0.096491228,31,2,0.064516129,225,13,0.057777778,199,3,0.015075377,875,154,0.176,122,3,0.024590164,1225,221,0.180408163,,,,194,33,0.170103093,24,0,0,91,2,0.021978022,3,0,0,502,50,0.099601594,43,1,0.023255814
2020-06-12,11594,1711,0.147576333,2861,92,0.032156589,106,8,0.075471698,109,1,0.009174312,20,1,0.05,5,0,0,1288,160,0.124223602,318,8,0.025157233,981,157,0.160040775,47,5,0.106382979,388,39,0.100515464,40,1,0.025,247,4,0.016194332,89,1,0.011235955,89,11,0.123595506,31,1,0.032258065
2020-06-11,10188,1519,0.149096977,3285,109,0.033181126,102,6,0.058823529,19,0,0,25,8,0.32,6,0,0,1153,124,0.107545533,257,5,0.019455253,977,143,0.146366428,67,4,0.059701493,196,28,0.142857143,16,1,0.0625,222,7,0.031531532,37,1,0.027027027,140,13,0.092857143,127,1,0.007874016
2020-06-10,10274,1477,0.14376095,3184,96,0.030150754,81,5,0.061728395,30,3,0.1,3,0,0,1,0,0,1272,155,0.121855346,452,21,0.046460177,857,170,0.198366394,48,8,0.166666667,156,30,0.192307692,20,2,0.1,161,6,0.037267081,45,0,0,286,24,0.083916084,25,0,0
2020-06-09,10680,1492,0.139700375,3134,115,0.03669432,100,8,0.08,33,1,0.03030303,1,0,0,1,0,0,1284,161,0.125389408,343,11,0.032069971,844,177,0.20971564,111,1,0.009009009,189,33,0.174603175,90,2,0.022222222,226,4,0.017699115,85,0,0,87,6,0.068965517,31,0,0
2020-06-08,9686,1368,0.141234772,3101,122,0.039342148,25,1,0.04,50,1,0.02,150,10,0.066666667,10,0,0,1285,121,0.094163424,470,36,0.076595745,952,176,0.18487395,94,5,0.053191489,33,13,0.393939394,,,,251,12,0.047808765,37,1,0.027027027,19,2,0.105263158,4,0,0
2020-06-07,3253,541,0.166308023,587,13,0.022146508,32,4,0.125,3,0,0,31,8,0.258064516,3,0,0,507,69,0.136094675,78,1,0.012820513,36,14,0.388888889,3,0,0,49,12,0.244897959,1,0,0,47,4,0.085106383,3,0,0,24,1,0.041666667,10,0,0
2020-06-06,4171,624,0.149604411,976,54,0.055327869,102,8,0.078431373,34,1,0.029411765,21,3,0.142857143,5,0,0,645,87,0.134883721,266,7,0.026315789,84,25,0.297619048,2,2,1,135,30,0.222222222,21,1,0.047619048,44,1,0.022727273,1,0,0,198,10,0.050505051,31,1,0.032258065
2020-06-05,9173,1033,0.112613104,3159,108,0.034188034,67,6,0.089552239,107,1,0.009345794,119,20,0.168067227,5,0,0,1389,107,0.077033837,308,5,0.016233766,779,151,0.193838254,71,0,0,127,25,0.196850394,25,0,0,266,9,0.033834586,111,1,0.009009009,159,9,0.056603774,29,1,0.034482759
2020-06-04,7557,954,0.126240572,3106,180,0.05795235,81,5,0.061728395,81,2,0.024691358,53,8,0.150943396,15,0,0,1239,112,0.09039548,416,41,0.098557692,716,142,0.198324022,102,1,0.009803922,116,22,0.189655172,35,5,0.142857143,181,4,0.022099448,39,2,0.051282051,98,7,0.071428571,89,0,0
2020-06-03,7349,992,0.134984352,3053,97,0.031772028,61,7,0.114754098,90,2,0.022222222,2,0,0,,,,1079,99,0.091751622,445,12,0.026966292,893,156,0.174692049,193,5,0.025906736,151,34,0.225165563,26,2,0.076923077,109,1,0.009174312,68,1,0.014705882,80,7,0.0875,45,0,0
2020-06-02,7575,950,0.125412541,3570,96,0.026890756,99,13,0.131313131,37,1,0.027027027,64,0,0,2,0,0,979,83,0.084780388,316,5,0.015822785,907,152,0.167585447,171,6,0.035087719,153,21,0.137254902,41,0,0,174,4,0.022988506,88,0,0,74,6,0.081081081,28,0,0
2020-06-01,7413,839,0.113179549,3861,106,0.027454027,15,0,0,,,,274,15,0.054744526,7,0,0,1160,69,0.059482759,450,8,0.017777778,819,153,0.186813187,53,0,0,36,14,0.388888889,2,1,0.5,168,3,0.017857143,199,5,0.025125628,12,0,0,3,0,0
2020-05-31,2277,278,0.12209047,698,10,0.014326648,26,3,0.115384615,5,1,0.2,74,4,0.054054054,9,0,0,430,34,0.079069767,77,1,0.012987013,19,8,0.421052632,2,0,0,49,8,0.163265306,3,1,0.333333333,35,0,0,2,0,0,555,12,0.021621622,80,0,0
2020-05-30,6771,570,0.084182543,1791,40,0.022333892,522,24,0.045977011,30,0,0,16,4,0.25,8,0,0,1319,111,0.084154663,114,2,0.01754386,471,94,0.199575372,190,4,0.021052632,186,17,0.091397849,46,0,0,303,2,0.00660066,1,0,0,119,5,0.042016807,23,0,0
2020-05-29,7781,662,0.085079039,3529,128,0.036270898,79,6,0.075949367,44,4,0.090909091,11,1,0.090909091,9,0,0,1054,63,0.059772296,421,17,0.040380048,599,109,0.18196995,63,1,0.015873016,305,25,0.081967213,42,2,0.047619048,175,2,0.011428571,39,1,0.025641026,211,4,0.018957346,176,5,0.028409091
2020-05-28,6541,580,0.088671457,3531,111,0.031435854,74,8,0.108108108,40,1,0.025,4,0,0,,,,976,59,0.06045082,346,14,0.040462428,636,92,0.144654088,373,13,0.034852547,208,30,0.144230769,103,7,0.067961165,123,2,0.016260163,52,1,0.019230769,74,7,0.094594595,51,1,0.019607843
2020-05-27,5424,580,0.106932153,3611,126,0.034893381,126,19,0.150793651,52,3,0.057692308,5,0,0,,,,837,63,0.075268817,491,28,0.057026477,728,160,0.21978022,96,4,0.041666667,437,35,0.080091533,73,2,0.02739726,130,3,0.023076923,93,1,0.010752688,57,1,0.01754386,48,0,0
2020-05-26,5872,528,0.089918256,3774,81,0.021462639,22,4,0.181818182,2,0,0,6,1,0.166666667,,,,908,55,0.060572687,394,12,0.030456853,390,66,0.169230769,114,2,0.01754386,48,7,0.145833333,2,2,1,218,0,0,100,0,0,17,2,0.117647059,3,0,0
2020-05-25,1923,189,0.098283931,500,9,0.018,28,5,0.178571429,4,2,0.5,7,0,0,12,0,0,361,36,0.099722992,67,1,0.014925373,32,20,0.625,2,0,0,33,15,0.454545455,2,1,0.5,38,0,0,3,0,0,21,0,0,9,0,0
2020-05-24,2246,203,0.090382903,630,12,0.019047619,27,3,0.111111111,4,1,0.25,9,1,0.111111111,6,0,0,438,32,0.073059361,76,1,0.013157895,31,13,0.419354839,1,0,0,33,2,0.060606061,3,0,0,174,0,0,8,0,0,23,0,0,9,0,0
2020-05-23,4061,245,0.060329968,2089,47,0.022498803,98,12,0.12244898,57,1,0.01754386,50,0,0,193,1,0.005181347,493,36,0.073022312,107,1,0.009345794,349,35,0.100286533,6,0,0,180,33,0.183333333,34,1,0.029411765,165,2,0.012121212,37,2,0.054054054,74,3,0.040540541,22,0,0
2020-05-22,5290,346,0.065406427,3861,93,0.024087024,77,12,0.155844156,50,1,0.02,10,1,0.1,8,1,0.125,781,39,0.04993598,336,7,0.020833333,456,61,0.13377193,101,6,0.059405941,354,21,0.059322034,154,4,0.025974026,213,1,0.004694836,92,0,0,64,1,0.015625,54,0,0
2020-05-21,5106,344,0.06737172,3980,80,0.020100503,130,9,0.069230769,45,1,0.022222222,6,1,0.166666667,8,0,0,663,25,0.037707391,325,4,0.012307692,499,88,0.176352705,53,3,0.056603774,86,14,0.162790698,44,1,0.022727273,176,0,0,116,0,0,138,7,0.050724638,55,1,0.018181818
2020-05-20,4153,325,0.078256682,4237,105,0.024781685,532,15,0.028195489,52,0,0,4,0,0,2,0,0,647,30,0.046367852,365,9,0.024657534,310,61,0.196774194,81,6,0.074074074,211,12,0.056872038,52,0,0,109,1,0.009174312,81,0,0,35,1,0.028571429,52,1,0.019230769
2020-05-19,5067,272,0.053680679,4317,116,0.026870512,102,8,0.078431373,76,1,0.013157895,22,2,0.090909091,,,,751,33,0.043941411,394,13,0.032994924,230,34,0.147826087,109,3,0.027522936,83,13,0.156626506,78,0,0,138,1,0.007246377,68,0,0,42,1,0.023809524,32,0,0
2020-05-18,5550,376,0.067747748,4484,119,0.026538805,27,1,0.037037037,4,0,0,18,0,0,6,0,0,822,41,0.049878345,443,9,0.020316027,274,40,0.145985401,73,1,0.01369863,22,7,0.318181818,1,0,0,146,3,0.020547945,60,3,0.05,10,0,0,7,0,0
2020-05-17,2337,88,0.037655113,1180,12,0.010169492,134,9,0.067164179,6,0,0,3,0,0,3,0,0,322,14,0.043478261,69,0,0,24,7,0.291666667,3,0,0,134,17,0.126865672,2,0,0,41,0,0,7,0,0,429,4,0.009324009,9,0,0
2020-05-16,8455,350,0.041395624,1668,36,0.021582734,523,36,0.068833652,35,1,0.028571429,13,2,0.153846154,2,0,0,1126,33,0.029307282,95,3,0.031578947,728,64,0.087912088,1,0,0,153,13,0.08496732,17,2,0.117647059,641,2,0.003120125,6,0,0,125,0,0,35,1,0.028571429
2020-05-15,6460,384,0.059442724,4376,129,0.029478976,77,12,0.155844156,24,4,0.166666667,27,11,0.407407407,2,0,0,773,33,0.042690815,416,16,0.038461538,388,31,0.079896907,70,3,0.042857143,127,20,0.157480315,16,2,0.125,205,4,0.019512195,144,0,0,46,0,0,32,0,0
2020-05-14,5007,326,0.065108848,3698,128,0.034613304,98,17,0.173469388,37,0,0,5,0,0,1,0,0,826,44,0.053268765,350,17,0.048571429,147,23,0.156462585,82,2,0.024390244,140,16,0.114285714,12,0,0,164,1,0.006097561,78,6,0.076923077,36,0,0,33,2,0.060606061
2020-05-13,5275,258,0.048909953,3735,127,0.034002677,76,9,0.118421053,34,2,0.058823529,2,0,0,2,0,0,616,29,0.047077922,380,13,0.034210526,187,23,0.122994652,163,3,0.018404908,90,21,0.233333333,13,0,0,133,2,0.015037594,117,3,0.025641026,40,0,0,39,2,0.051282051
2020-05-12,5663,309,0.054564718,3770,108,0.028647215,75,4,0.053333333,35,3,0.085714286,3,0,0,,,,687,32,0.04657933,430,17,0.039534884,141,21,0.14893617,119,2,0.016806723,122,17,0.139344262,16,0,0,130,2,0.015384615,119,2,0.016806723,55,1,0.018181818,34,0,0
2020-05-11,5262,337,0.06404409,4042,121,0.029935675,23,3,0.130434783,4,0,0,13,0,0,8,0,0,864,32,0.037037037,505,14,0.027722772,128,15,0.1171875,103,3,0.029126214,21,8,0.380952381,1,0,0,130,1,0.007692308,255,3,0.011764706,8,0,0,3,0,0
2020-05-10,1485,91,0.061279461,435,8,0.018390805,224,17,0.075892857,2,0,0,5,0,0,1,0,0,212,14,0.066037736,58,1,0.017241379,19,3,0.157894737,2,0,0,140,3,0.021428571,2,0,0,33,0,0,2,0,0,457,2,0.004376368,7,0,0
2020-05-09,7058,286,0.040521394,934,20,0.021413276,66,7,0.106060606,52,0,0,55,0,0,214,2,0.009345794,670,31,0.046268657,84,1,0.011904762,647,47,0.072642968,4,1,0.25,55,9,0.163636364,10,1,0.1,604,2,0.003311258,8,0,0,30,0,0,49,0,0
2020-05-08,4580,235,0.051310044,4818,118,0.02449149,52,7,0.134615385,45,3,0.066666667,13,2,0.153846154,1,0,0,659,25,0.037936267,560,18,0.032142857,51,10,0.196078431,145,1,0.006896552,55,10,0.181818182,14,2,0.142857143,117,2,0.017094017,339,6,0.017699115,28,0,0,26,1,0.038461538
2020-05-07,4463,251,0.056240197,4165,123,0.029531813,70,15,0.214285714,35,0,0,14,1,0.071428571,2,0,0,891,24,0.026936027,472,17,0.036016949,64,6,0.09375,188,0,0,70,21,0.3,18,0,0,118,9,0.076271186,234,2,0.008547009,36,1,0.027777778,31,0,0
2020-05-06,3785,281,0.074240423,4121,116,0.028148508,51,8,0.156862745,36,3,0.083333333,3,0,0,,,,620,28,0.04516129,345,13,0.037681159,54,13,0.240740741,118,2,0.016949153,102,17,0.166666667,9,0,0,95,0,0,259,4,0.015444015,45,0,0,25,2,0.08
2020-05-05,3942,268,0.067985794,4080,126,0.030882353,72,10,0.138888889,28,0,0,5,0,0,1,0,0,727,35,0.048143054,418,17,0.040669856,54,5,0.092592593,182,2,0.010989011,95,17,0.178947368,13,4,0.307692308,83,3,0.036144578,92,3,0.032608696,37,0,0,33,0,0
2020-05-04,3796,301,0.079293994,4044,114,0.028189911,10,3,0.3,3,0,0,6,1,0.166666667,1,0,0,686,38,0.055393586,412,7,0.016990291,54,11,0.203703704,212,2,0.009433962,23,3,0.130434783,2,0,0,62,1,0.016129032,154,7,0.045454545,15,0,0,6,0,0
2020-05-03,1057,76,0.071901608,375,19,0.050666667,229,16,0.069868996,16,1,0.0625,8,0,0,,,,201,17,0.084577114,34,0,0,19,5,0.263157895,,,,25,3,0.12,2,1,0.5,25,3,0.12,3,0,0,10,0,0,2,0,0
2020-05-02,4186,187,0.044672719,471,11,0.023354565,36,4,0.111111111,56,5,0.089285714,3,1,0.333333333,,,,582,25,0.042955326,55,0,0,258,10,0.03875969,,,,115,21,0.182608696,12,5,0.416666667,587,6,0.010221465,8,0,0,26,0,0,24,2,0.083333333
2020-05-01,3507,225,0.064157399,3559,157,0.044113515,28,8,0.285714286,50,3,0.06,2,0,0,,,,492,18,0.036585366,476,27,0.056722689,26,3,0.115384615,31,1,0.032258065,48,13,0.270833333,6,0,0,127,6,0.047244094,56,1,0.017857143,31,1,0.032258065,23,1,0.043478261
2020-04-30,2943,237,0.080530071,2905,86,0.029604131,23,5,0.217391304,24,0,0,2,0,0,,,,428,20,0.046728972,471,18,0.038216561,10,2,0.2,20,1,0.05,66,11,0.166666667,10,1,0.1,105,9,0.085714286,49,1,0.020408163,19,0,0,13,0,0
2020-04-29,2704,222,0.082100592,2628,90,0.034246575,42,11,0.261904762,12,0,0,12,0,0,,,,336,15,0.044642857,468,24,0.051282051,34,4,0.117647059,28,1,0.035714286,70,20,0.285714286,9,0,0,52,8,0.153846154,28,1,0.035714286,9,0,0,8,1,0.125
2020-04-28,2732,227,0.083089312,1778,56,0.031496063,43,14,0.325581395,19,0,0,18,0,0,,,,305,15,0.049180328,291,17,0.058419244,13,0,0,24,0,0,59,17,0.288135593,13,0,0,46,1,0.02173913,30,2,0.066666667,25,0,0,3,0,0
2020-04-27,2448,275,0.112336601,1096,44,0.040145985,11,3,0.272727273,,,,9,0,0,,,,273,14,0.051282051,121,1,0.008264463,19,1,0.052631579,19,0,0,23,5,0.217391304,,,,54,1,0.018518519,29,1,0.034482759,7,0,0,,,
2020-04-26,588,68,0.115646259,6,1,0.166666667,17,4,0.235294118,,,,4,0,0,,,,85,8,0.094117647,2,0,0,2,0,0,,,,19,7,0.368421053,,,,16,1,0.0625,,,,9,0,0,1,0,0
2020-04-25,767,97,0.126466754,20,1,0.05,26,8,0.307692308,1,0,0,5,0,0,,,,101,7,0.069306931,4,0,0,2,1,0.5,,,,78,14,0.179487179,,,,14,2,0.142857143,,,,17,1,0.058823529,,,
2020-04-24,2107,213,0.101091599,139,2,0.014388489,48,4,0.083333333,,,,1,0,0,,,,286,22,0.076923077,18,1,0.055555556,13,5,0.384615385,1,0,0,58,11,0.189655172,1,0,0,50,1,0.02,,,,26,0,0,,,
2020-04-23,1801,125,0.069405886,29,4,0.137931034,15,4,0.266666667,,,,2,0,0,,,,264,24,0.090909091,2,0,0,15,2,0.133333333,,,,52,14,0.269230769,,,,60,0,0,,,,18,0,0,,,
2020-04-22,1716,150,0.087412587,17,0,0,27,5,0.185185185,,,,2,0,0,,,,214,20,0.093457944,1,0,0,11,3,0.272727273,,,,89,23,0.258426966,,,,48,1,0.020833333,,,,26,2,0.076923077,,,
2020-04-21,1656,165,0.099637681,11,3,0.272727273,59,16,0.271186441,,,,2,0,0,,,,185,14,0.075675676,,,,14,2,0.142857143,,,,91,22,0.241758242,,,,42,1,0.023809524,,,,26,2,0.076923077,,,
2020-04-20,1908,257,0.134696017,15,1,0.066666667,20,4,0.2,,,,1,0,0,,,,227,39,0.171806167,,,,23,8,0.347826087,,,,28,17,0.607142857,,,,52,0,0,1,0,0,7,0,0,,,
2020-04-19,585,94,0.160683761,2,1,0.5,26,10,0.384615385,,,,1,0,0,,,,58,14,0.24137931,,,,11,3,0.272727273,,,,41,13,0.317073171,,,,21,0,0,1,1,1,12,2,0.166666667,,,
